id_commande,date_commande,produit,categorie,sous_categorie,region,province,quantite,chiffre_affaires,marge,remise,prix_unitaire,segment_client,mode_livraison,taux_marge,mois,annee,vente_a_perte
16036,2012-01-05,Fellowes Black Plastic Comb Bindings,Office Supplies,Binders and Binder Accessories,Quebec,Quebec,28,169.22,-165.11,0.05,5.81,Corporate,Regular Air,-0.9757120907694127,2012-01-01,2012,True
16036,2012-01-05,I888 World Phone,Technology,Telephones and Communication,Quebec,Quebec,10,1319.421,-268.87,0.07,155.99,Corporate,Regular Air,-0.20377877872187877,2012-01-01,2012,True
16036,2012-01-05,Portfile¨ Personal File Boxes,Office Supplies,Storage & Organization,Quebec,Quebec,33,550.93,-141.6,0.1,17.7,Corporate,Regular Air,-0.25701994808777884,2012-01-01,2012,True
17216,2012-05-27,Hon 4070 Series Pagodaª Round Back Stacking Chairs,Furniture,Chairs & Chairmats,Quebec,Quebec,7,2236.16,-99.16,0.05,320.98,Small Business,Delivery Truck,-0.044343875214653695,2012-05-01,2012,True
17698,2012-05-13,Acco Smartsocket¨ Color-Coded Six-Outlet AC Adapter Model Surge Protectors,Office Supplies,Appliances,Quebec,Quebec,43,1883.82,528.77,0.08,44.01,Corporate,Regular Air,0.28069029949782887,2012-05-01,2012,False
17953,2012-08-20,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Office Supplies,Appliances,Quebec,Quebec,21,1490.56,-499.51,0.01,68.81,Small Business,Delivery Truck,-0.33511566122799485,2012-08-01,2012,True
17953,2012-08-20,Newell 312,Office Supplies,Pens & Art Supplies,Quebec,Quebec,17,105.44,18.76,0.0,5.84,Small Business,Regular Air,0.17792109256449168,2012-08-01,2012,False
17959,2012-09-09,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Office Supplies,Paper,Quebec,Quebec,28,1201.68,146.8,0.01,40.99,Home Office,Regular Air,0.12216230610478664,2012-09-01,2012,False
17959,2012-09-09,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Furniture,Office Furnishings,Quebec,Quebec,21,2784.57,847.06,0.05,136.98,Home Office,Regular Air,0.30419777559910505,2012-09-01,2012,False
18017,2010-03-25,Hon 94000 Series Round Tables,Furniture,Tables,Quebec,Quebec,22,5202.896,-715.78,0.02,296.18,Small Business,Delivery Truck,-0.13757338220867762,2010-03-01,2010,True
18373,2012-04-12,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Office Supplies,Appliances,Quebec,Quebec,35,6608.24,2164.64,0.09,207.48,Corporate,Regular Air,0.32756679539484035,2012-04-01,2012,False
19558,2011-02-25,Acco¨ Hot Clipsª Clips to Go,Office Supplies,Rubber Bands,Quebec,Quebec,2,7.98,-3.93,0.04,3.29,Corporate,Regular Air,-0.4924812030075188,2011-02-01,2011,True
20518,2009-10-05,2160i,Technology,Telephones and Communication,Quebec,Quebec,49,8252.361,2418.56,0.07,200.99,Corporate,Regular Air,0.293074915166702,2009-10-01,2009,False
20518,2009-10-05,Panasonic KX-P3200 Dot Matrix Printer,Technology,Office Machines,Quebec,Quebec,7,2205.84,-313.13,0.01,297.48,Corporate,Delivery Truck,-0.14195499220251695,2009-10-01,2009,True
20737,2011-12-25,Riverside Furniture Stanwyck Manor Table Series,Furniture,Tables,Quebec,Quebec,15,3364.248,-693.23,0.1,286.85,Home Office,Delivery Truck,-0.20605793627580368,2011-12-01,2011,True
20903,2009-05-20,"Bush Westfield Collection Bookcases, Fully Assembled",Furniture,Bookcases,Quebec,Quebec,4,442.99,-152.76,0.04,100.98,Consumer,Delivery Truck,-0.3448384839386893,2009-05-01,2009,True
21344,2012-12-09,"IBM 80 Minute CD-R Spindle, 50/Pack",Technology,Computer Peripherals,Quebec,Quebec,29,587.2,134.25,0.08,20.89,Corporate,Regular Air,0.22862738419618528,2012-12-01,2012,False
21344,2012-12-09,Avery 498,Office Supplies,Labels,Quebec,Quebec,39,110.79,42.68,0.05,2.89,Corporate,Regular Air,0.38523332430724794,2012-12-01,2012,False
21606,2011-01-22,"Memorex 'Cool' 80 Minute CD-R Spindle, 25/Pack",Technology,Computer Peripherals,Quebec,Quebec,29,516.62,138.33,0.06,17.48,Small Business,Regular Air,0.26775966861522976,2011-01-01,2011,False
22183,2012-04-23,"Quartet Omega¨ Colored Chalk, 12/Pack",Office Supplies,Pens & Art Supplies,Quebec,Quebec,30,177.22,68.96,0.06,5.84,Corporate,Regular Air,0.3891208667193319,2012-04-01,2012,False
22338,2010-05-14,"IBM Numeric Access II Keypad, 17-Key, Black",Technology,Computer Peripherals,Quebec,Quebec,24,790.24,-213.18,0.09,35.77,Consumer,Regular Air,-0.26976614699331847,2010-05-01,2010,True
23268,2012-01-16,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",Office Supplies,Paper,Quebec,Quebec,14,50.85,-6.81,0.09,3.6,Home Office,Express Air,-0.13392330383480824,2012-01-01,2012,True
23522,2011-04-11,5180,Technology,Telephones and Communication,Quebec,Quebec,20,1077.8085,17.25,0.06,65.99,Small Business,Express Air,0.016004698422771763,2011-04-01,2011,False
23522,2011-04-11,Gyration RF Keyboard,Technology,Computer Peripherals,Quebec,Quebec,19,2899.98,666.01,0.1,159.99,Small Business,Regular Air,0.22966020455313485,2011-04-01,2011,False
23522,2011-04-11,Xerox 227,Office Supplies,Paper,Quebec,Quebec,36,233.38,-180.17,0.1,6.48,Small Business,Regular Air,-0.772002742308681,2011-04-01,2011,True
23968,2011-03-04,Xerox 226,Office Supplies,Paper,Quebec,Quebec,19,127.48,-41.99,0.05,6.48,Corporate,Regular Air,-0.32938500156887357,2011-03-01,2011,True
24644,2009-07-28,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Office Supplies,Appliances,Quebec,Quebec,40,2550.12,882.45,0.01,60.97,Corporate,Express Air,0.34604253917462713,2009-07-01,2009,False
25472,2009-05-21,Rediform S.O.S. Phone Message Books,Office Supplies,Paper,Quebec,Quebec,40,194.02,80.35,0.03,4.98,Small Business,Regular Air,0.4141325636532316,2009-05-01,2009,False
25927,2009-04-22,Acco Perma¨ 2700 Stacking Storage Drawers,Office Supplies,Storage & Organization,Quebec,Quebec,14,422.83,-21.06,0.02,29.74,Corporate,Regular Air,-0.04980725114112054,2009-04-01,2009,True
25955,2011-05-04,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",Office Supplies,Storage & Organization,Quebec,Quebec,10,170.35,-39.92,0.03,16.06,Corporate,Regular Air,-0.2343410625183446,2011-05-01,2011,True
26276,2010-09-12,"Polycom Soundstation EX Audio-Conferencing Telephone, Black",Technology,Office Machines,Quebec,Quebec,19,20329.8,9224.1,0.0,999.99,Corporate,Regular Air,0.45372310598235105,2010-09-01,2010,False
26306,2012-10-30,Hon 2111 Invitationª Series Corner Table,Furniture,Tables,Quebec,Quebec,15,2567.64,-505.98,0.0,209.37,Corporate,Regular Air,-0.19706033556105998,2012-10-01,2012,True
26724,2009-02-06,"Polycom Soundstation EX Audio-Conferencing Telephone, Black",Technology,Office Machines,Quebec,Quebec,2,1838.18,-2531.48,0.09,999.99,Small Business,Regular Air,-1.3771665451696786,2009-02-01,2009,True
26784,2010-07-23,Hon Every-Day¨ Chair Series Swivel Task Chairs,Furniture,Chairs & Chairmats,Quebec,Quebec,12,1466.95,-64.14,0.02,120.98,Consumer,Delivery Truck,-0.043723371621391324,2010-07-01,2010,True
26784,2010-07-23,Sharp EL500L Fraction Calculator,Technology,Office Machines,Quebec,Quebec,33,440.23,-37.94,0.09,13.99,Consumer,Regular Air,-0.08618222292892351,2010-07-01,2010,True
26912,2012-04-27,i470,Technology,Telephones and Communication,Quebec,Quebec,18,3136.2025,439.78,0.07,205.99,Home Office,Regular Air,0.14022691455669714,2012-04-01,2012,False
26949,2009-08-15,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Furniture,Office Furnishings,Quebec,Quebec,48,460.69,-103.48,0.06,9.48,Home Office,Regular Air,-0.22461959235060452,2009-08-01,2009,True
27430,2011-01-31,SANFORD Major Accentª Highlighters,Office Supplies,Pens & Art Supplies,Quebec,Quebec,12,82.64,0.35,0.1,7.08,Small Business,Regular Air,0.004235237173281703,2011-01-01,2011,False
28161,2009-06-15,"Hon Metal Bookcases, Putty",Furniture,Bookcases,Quebec,Quebec,10,784.08,-222.77,0.02,70.98,Consumer,Delivery Truck,-0.28411641669217425,2009-06-01,2009,True
28161,2009-06-15,Belkin MediaBoard 104- Keyboard,Technology,Computer Peripherals,Quebec,Quebec,41,1085.61,-33.32,0.04,27.48,Consumer,Regular Air,-0.03069242177209127,2009-06-01,2009,True
28992,2011-09-19,"Hot File¨ 7-Pocket, Floor Stand",Office Supplies,Storage & Organization,Quebec,Quebec,41,6863.95,1662.92,0.1,178.47,Consumer,Express Air,0.24226866454446785,2011-09-01,2011,False
29349,2010-06-10,Xerox 1981,Office Supplies,Paper,Quebec,Quebec,33,162.39,-101.68,0.1,5.28,Small Business,Regular Air,-0.626146930229694,2010-06-01,2010,True
29350,2009-08-25,Ibico Laser Imprintable Binding System Covers,Office Supplies,Binders and Binder Accessories,Quebec,Quebec,47,2519.55,592.53,0.05,52.4,Consumer,Regular Air,0.23517294755015775,2009-08-01,2009,False
29350,2009-08-25,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",Office Supplies,Pens & Art Supplies,Quebec,Quebec,46,1634.17,232.8,0.05,36.55,Consumer,Express Air,0.14245763904612127,2009-08-01,2009,False
29473,2012-02-15,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Furniture,Tables,Quebec,Quebec,40,13367.82,-774.89,0.0,320.64,Consumer,Delivery Truck,-0.05796681882311402,2012-02-01,2012,True
30023,2010-10-15,Canon PC940 Copier,Technology,Copiers and Fax,Quebec,Quebec,34,16193.16,6463.34,0.02,449.99,Consumer,Delivery Truck,0.3991401307712639,2010-10-01,2010,False
30150,2010-10-04,Park Ridgeª Embossed Executive Business Envelopes,Office Supplies,Envelopes,Quebec,Quebec,30,443.46,193.12,0.06,15.57,Home Office,Regular Air,0.43548459838542375,2010-10-01,2010,False
30151,2011-01-29,GBC Standard Therm-A-Bind Covers,Office Supplies,Binders and Binder Accessories,Quebec,Quebec,31,792.76,33.37,0.02,24.92,Home Office,Regular Air,0.042093445683435086,2011-01-01,2011,False
30276,2011-08-26,Accessory35,Technology,Telephones and Communication,Quebec,Quebec,44,1453.704,549.84,0.0,35.99,Corporate,Regular Air,0.37823380825807734,2011-08-01,2011,False
30276,2011-08-26,Hon 94000 Series Round Tables,Furniture,Tables,Quebec,Quebec,34,7656.304,-715.78,0.1,296.18,Corporate,Delivery Truck,-0.09348897326960894,2011-08-01,2011,True
30279,2011-12-07,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Office Supplies,Appliances,Quebec,Quebec,25,1412.98,324.96,0.1,60.97,Corporate,Regular Air,0.22998202380783875,2011-12-01,2011,False
30279,2011-12-07,Panasonic KX-P3626 Dot Matrix Printer,Technology,Office Machines,Quebec,Quebec,39,19539.94,4914.24,0.06,517.48,Corporate,Delivery Truck,0.2514971898583107,2011-12-01,2011,False
32640,2012-09-15,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Office Supplies,Binders and Binder Accessories,Quebec,Quebec,18,126.69,-35.56,0.04,6.81,Small Business,Regular Air,-0.28068513694845687,2012-09-01,2012,True
32640,2012-09-15,Xerox 1881,Office Supplies,Paper,Quebec,Quebec,12,162.11,3.91,0.04,12.28,Small Business,Express Air,0.024119425081734622,2012-09-01,2012,False
32902,2012-03-03,"Dixon Prang¨ Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Pens & Art Supplies,Quebec,Quebec,34,145.48,32.43,0.03,4.26,Home Office,Express Air,0.22291723948309047,2012-03-01,2012,False
32965,2011-02-24,US Robotics 56K V.92 External Faxmodem,Technology,Computer Peripherals,Quebec,Quebec,25,2427.25,227.67,0.1,99.99,Small Business,Regular Air,0.09379750746729838,2011-02-01,2011,False
33025,2009-01-24,Fellowes Command Center 5-outlet power strip,Office Supplies,Appliances,Quebec,Quebec,5,318.31,-19.06,0.08,67.84,Small Business,Regular Air,-0.0598787345669316,2009-01-01,2009,True
33154,2010-08-03,5170,Technology,Telephones and Communication,Quebec,Quebec,7,368.0245,-218.81,0.09,65.99,Corporate,Regular Air,-0.5945528083048819,2010-08-01,2010,True
33253,2011-11-30,Newell 31,Office Supplies,Pens & Art Supplies,Quebec,Quebec,6,24.2,-5.2,0.08,4.13,Home Office,Regular Air,-0.21487603305785125,2011-11-01,2011,True
33699,2009-07-26,"Global High-Back Leather Tilter, Burgundy",Furniture,Chairs & Chairmats,Quebec,Quebec,13,1619.51,-722.23,0.05,122.99,Small Business,Delivery Truck,-0.4459558755426024,2009-07-01,2009,True
33761,2012-08-04,Staples Battery-Operated Desktop Pencil Sharpener,Office Supplies,Pens & Art Supplies,Quebec,Quebec,45,463.93,29.96,0.06,10.48,Home Office,Regular Air,0.06457870799474058,2012-08-01,2012,False
33797,2009-01-11,Eldon Image Series Black Desk Accessories,Furniture,Office Furnishings,Quebec,Quebec,29,138.17,-103.78,0.05,4.14,Small Business,Express Air,-0.7511037128175437,2009-01-01,2009,True
33797,2009-01-11,Xerox 188,Office Supplies,Paper,Quebec,Quebec,18,216.87,30.53,0.03,11.34,Small Business,Regular Air,0.1407755798404574,2009-01-01,2009,False
34309,2012-09-06,"Eureka Sanitaire ¨ Multi-Pro Heavy-Duty Upright, Disposable Bags",Office Supplies,Appliances,Quebec,Quebec,16,75.77,-56.62,0.0,4.37,Small Business,Regular Air,-0.7472614491223439,2012-09-01,2012,True
34595,2012-07-19,Xerox 1893,Office Supplies,Paper,Quebec,Quebec,12,488.65,19.83,0.07,40.99,Small Business,Regular Air,0.04058119308298373,2012-07-01,2012,False
34662,2012-01-10,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",Office Supplies,Storage & Organization,Quebec,Quebec,35,12741.81,95.06,0.09,370.98,Consumer,Delivery Truck,0.007460478534839242,2012-01-01,2012,False
34689,2009-11-23,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Office Supplies,Storage & Organization,Quebec,Quebec,36,572.4,-39.5,0.07,16.91,Home Office,Regular Air,-0.06900768693221523,2009-11-01,2009,True
34694,2011-04-28,"Stacking Tray, Side-Loading, Legal, Smoke",Furniture,Office Furnishings,Quebec,Quebec,11,55.49,-37.32,0.04,4.48,Consumer,Regular Air,-0.672553613263651,2011-04-01,2011,True
34725,2011-07-27,"SAFCO Commercial Wire Shelving, Black",Office Supplies,Storage & Organization,Quebec,Quebec,14,1885.41,-524.74,0.08,138.14,Small Business,Regular Air,-0.2783161222227526,2011-07-01,2011,True
35296,2011-03-21,StarTAC 7760,Technology,Telephones and Communication,Quebec,Quebec,7,407.8725,-165.63,0.02,65.99,Corporate,Regular Air,-0.40608278322269825,2011-03-01,2011,True
35494,2011-02-14,Hon 4060 Series Tables,Furniture,Tables,Quebec,Quebec,18,1731.104,-270.57,0.01,111.96,Consumer,Regular Air,-0.15629910161376787,2011-02-01,2011,True
35845,2011-01-06,Bretford Rectangular Conference Table Tops,Furniture,Tables,Quebec,Quebec,15,5713.48,-712.53,0.05,376.13,Corporate,Delivery Truck,-0.12471033415711616,2011-01-01,2011,True
35905,2012-02-19,Newell 323,Office Supplies,Pens & Art Supplies,Quebec,Quebec,20,37.4,-17.18,0.09,1.68,Corporate,Express Air,-0.45935828877005347,2012-02-01,2012,True
37287,2012-11-01,T18,Technology,Telephones and Communication,Quebec,Quebec,22,2052.2655,371.4,0.04,110.99,Corporate,Regular Air,0.18097073697335944,2012-11-01,2012,False
37443,2010-04-15,6160,Technology,Telephones and Communication,Quebec,Quebec,21,2172.702,481.74,0.01,115.99,Small Business,Regular Air,0.22172391796021726,2010-04-01,2010,False
37731,2009-11-04,Avery 496,Office Supplies,Labels,Quebec,Quebec,25,88.37,33.68,0.09,3.75,Home Office,Regular Air,0.38112481611406585,2009-11-01,2009,False
37792,2011-12-29,Newell 339,Office Supplies,Pens & Art Supplies,Quebec,Quebec,14,36.74,-5.36,0.09,2.78,Corporate,Regular Air,-0.14589003810560697,2011-12-01,2011,True
37893,2011-11-24,Logitech Cordless Access Keyboard,Technology,Computer Peripherals,Quebec,Quebec,14,436.78,25.69,0.04,29.99,Corporate,Regular Air,0.05881679564082605,2011-11-01,2011,False
38372,2010-05-15,36X48 HARDFLOOR CHAIRMAT,Furniture,Office Furnishings,Quebec,Quebec,46,1053.84,-632.16,0.0,20.98,Consumer,Regular Air,-0.5998633568663175,2010-05-01,2010,True
38564,2009-11-02,Hon 2090 ÒPillow SoftÓ Series Mid Back Swivel/Tilt Chairs,Furniture,Chairs & Chairmats,Quebec,Quebec,37,9517.6,-1262.44,0.09,280.98,Home Office,Delivery Truck,-0.13264268302933513,2009-11-01,2009,True
38912,2012-10-28,Adesso Programmable 142-Key Keyboard,Technology,Computer Peripherals,Quebec,Quebec,46,6943.94,608.9,0.01,152.48,Corporate,Regular Air,0.08768796965411568,2012-10-01,2012,False
38976,2010-12-25,Southworth 25% Cotton Premium Laser Paper and Envelopes,Office Supplies,Paper,Quebec,Quebec,46,944.76,165.46,0.03,19.98,Corporate,Regular Air,0.1751344256742453,2010-12-01,2010,False
39040,2009-05-21,Accessory36,Technology,Telephones and Communication,Quebec,Quebec,26,1204.5095,-221.25,0.03,55.99,Corporate,Regular Air,-0.18368472809886516,2009-05-01,2009,True
39169,2011-08-26,*Staples* Highlighting Markers,Office Supplies,Pens & Art Supplies,Quebec,Quebec,5,24.91,-0.9,0.0,4.84,Home Office,Regular Air,-0.03613006824568447,2011-08-01,2011,True
39238,2010-09-26,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Office Supplies,Binders and Binder Accessories,Quebec,Quebec,9,373.48,112.06,0.1,40.98,Corporate,Express Air,0.30004284031273426,2010-09-01,2010,False
39426,2009-05-26,Staples Metal Binder Clips,Office Supplies,Rubber Bands,Quebec,Quebec,21,56.21,12.71,0.05,2.62,Small Business,Regular Air,0.22611634940402064,2009-05-01,2009,False
39780,2009-06-07,Xerox 1937,Office Supplies,Paper,Quebec,Quebec,33,1683.69,809.97,0.02,48.04,Consumer,Regular Air,0.4810683676923899,2009-06-01,2009,False
40005,2010-07-25,"Tenex Personal Project File with Scoop Front Design, Black",Office Supplies,Storage & Organization,Quebec,Quebec,9,130.43,-8.7,0.03,13.48,Small Business,Regular Air,-0.06670244575634439,2010-07-01,2010,True
41350,2010-05-08,Smead Adjustable Mobile File Trolley with Lockable Top,Office Supplies,Storage & Organization,Quebec,Quebec,1,423.3,-259.01,0.01,419.19,Small Business,Regular Air,-0.6118828254193244,2010-05-01,2010,True
41383,2010-05-12,"Situations Contoured Folding Chairs, 4/Set",Furniture,Chairs & Chairmats,Quebec,Quebec,38,2702.3,-1330.78,0.03,70.98,Small Business,Delivery Truck,-0.4924619768345483,2010-05-01,2010,True
41826,2010-10-16,Global Enterpriseª Series Seating Low-Back Swivel/Tilt Chairs,Furniture,Chairs & Chairmats,Quebec,Quebec,2,570.98,-340.48,0.05,258.98,Consumer,Delivery Truck,-0.5963081018599601,2010-10-01,2010,True
42471,2012-03-09,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,Pens & Art Supplies,Quebec,Quebec,23,44.89,-17.13,0.09,1.95,Consumer,Regular Air,-0.3815994653597683,2012-03-01,2012,True
42528,2010-02-23,Xerox 1996,Office Supplies,Paper,Quebec,Quebec,29,200.7,-147.72,0.02,6.48,Consumer,Regular Air,-0.7360239162929746,2010-02-01,2010,True
42529,2010-10-10,Newell 339,Office Supplies,Pens & Art Supplies,Quebec,Quebec,2,6.34,-4.44,0.08,2.78,Small Business,Regular Air,-0.7003154574132493,2010-10-01,2010,True
42529,2010-10-10,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",Office Supplies,Appliances,Quebec,Quebec,48,2996.93,1060.87,0.04,60.22,Small Business,Regular Air,0.3539855785754088,2010-10-01,2010,False
43200,2010-07-31,Ibico EB-19 Dual Function Manual Binding System,Office Supplies,Binders and Binder Accessories,Quebec,Quebec,3,554.32,-62.13,0.01,172.99,Small Business,Regular Air,-0.11208327319959589,2010-07-01,2010,True
43200,2010-07-31,Accessory4,Technology,Telephones and Communication,Quebec,Quebec,15,1073.567,-305.97,0.04,85.99,Small Business,Regular Air,-0.2850031716697701,2010-07-01,2010,True
43553,2009-05-14,Xerox 1949,Office Supplies,Paper,Quebec,Quebec,29,143.29,-55.54,0.05,4.98,Corporate,Regular Air,-0.38760555516784145,2009-05-01,2009,True
44033,2012-01-10,Bevis 36 x 72 Conference Tables,Furniture,Tables,Quebec,Quebec,45,5811.97,-434.15,0.03,124.49,Corporate,Delivery Truck,-0.07469928440786858,2012-01-01,2012,True
44065,2010-07-03,Lexmark Z25 Color Inkjet Printer,Technology,Office Machines,Quebec,Quebec,23,1914.16,128.43,0.01,80.97,Small Business,Delivery Truck,0.06709470472687759,2010-07-01,2010,False
44583,2009-10-04,Coloredge Poster Frame,Furniture,Office Furnishings,Quebec,Quebec,21,315.07,95.0,0.02,14.2,Corporate,Regular Air,0.3015202970768401,2009-10-01,2009,False
45030,2010-07-24,Recycled Eldon Regeneration Jumbo File,Office Supplies,Storage & Organization,Quebec,Quebec,1,18.16,-7.25,0.03,12.28,Consumer,Regular Air,-0.39922907488986786,2010-07-01,2010,True
46177,2010-12-05,GBC DocuBind TL300 Electric Binding System,Office Supplies,Binders and Binder Accessories,Quebec,Quebec,13,11169.95,3982.22,0.07,896.99,Corporate,Regular Air,0.35651189127972815,2010-12-01,2010,False
46341,2009-12-17,Newell 323,Office Supplies,Pens & Art Supplies,Quebec,Quebec,23,39.13,-23.14,0.1,1.68,Corporate,Regular Air,-0.5913621262458472,2009-12-01,2009,True
46368,2012-04-24,Newell 337,Office Supplies,Pens & Art Supplies,Quebec,Quebec,48,166.13,-119.16,0.0,3.28,Corporate,Regular Air,-0.7172696081382051,2012-04-01,2012,True
46531,2011-08-21,ELITE Series,Technology,Telephones and Communication,Quebec,Quebec,17,3064.658,447.34,0.01,205.99,Consumer,Regular Air,0.14596734774320658,2011-08-01,2011,False
47012,2010-05-13,Berol Giant Pencil Sharpener,Office Supplies,Pens & Art Supplies,Quebec,Quebec,35,584.42,-97.21,0.08,16.99,Small Business,Express Air,-0.16633585435132267,2010-05-01,2010,True
47106,2011-10-25,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Office Supplies,Appliances,Quebec,Quebec,37,2192.63,660.06,0.05,59.98,Home Office,Regular Air,0.30103574246452885,2011-10-01,2011,False
47621,2009-07-11,Coloredge Poster Frame,Furniture,Office Furnishings,Quebec,Quebec,16,230.74,27.23,0.08,14.2,Home Office,Express Air,0.1180116148045419,2009-07-01,2009,False
48706,2012-10-30,OIC Thumb-Tacks,Office Supplies,Rubber Bands,Quebec,Quebec,28,31.2,-2.81,0.09,1.14,Small Business,Regular Air,-0.09006410256410256,2012-10-01,2012,True
49443,2011-01-23,Lumber Crayons,Office Supplies,Pens & Art Supplies,Quebec,Quebec,41,396.15,-10.98,0.05,9.85,Home Office,Regular Air,-0.027716773949261645,2011-01-01,2011,True
49824,2011-03-22,3390,Technology,Telephones and Communication,Quebec,Quebec,33,1900.226,440.2,0.01,65.99,Small Business,Express Air,0.2316566555767577,2011-03-01,2011,False
51047,2009-04-10,Regeneration Desk Collection,Furniture,Office Furnishings,Quebec,Quebec,28,65.7,-83.54,0.02,1.76,Corporate,Express Air,-1.271537290715373,2009-04-01,2009,True
51047,2009-04-10,Eldon Econocleat¨ Chair Mats for Low Pile Carpets,Furniture,Office Furnishings,Quebec,Quebec,38,1685.07,-681.97,0.03,41.47,Corporate,Regular Air,-0.40471315731690677,2009-04-01,2009,True
51783,2011-11-11,KI Conference Tables,Furniture,Tables,Quebec,Quebec,47,3587.72,54.23,0.0,70.89,Consumer,Delivery Truck,0.015115449366171273,2011-11-01,2011,False
54053,2012-02-14,5125,Technology,Telephones and Communication,Quebec,Quebec,34,5634.3525,1185.41,0.03,200.99,Consumer,Regular Air,0.2103897475353202,2012-02-01,2012,False
54592,2011-06-12,"Eldon¨ Image Series Desk Accessories, Burgundy",Furniture,Office Furnishings,Quebec,Quebec,34,154.43,-133.77,0.03,4.18,Small Business,Regular Air,-0.8662177038140259,2011-06-01,2011,True
55425,2011-11-01,Gyration Ultra Professional Cordless Optical Suite,Technology,Computer Peripherals,Quebec,Quebec,8,2302.36,-114.68,0.05,300.97,Corporate,Express Air,-0.04980976041974322,2011-11-01,2011,True
55616,2011-05-08,Accessory29,Technology,Telephones and Communication,Quebec,Quebec,24,437.478,-42.23,0.02,20.99,Consumer,Regular Air,-0.09653056839429638,2011-05-01,2011,True
55909,2009-05-19,"Fellowes Personal Hanging Folder Files, Navy",Office Supplies,Storage & Organization,Quebec,Quebec,2,32.6,-20.57,0.03,13.43,Home Office,Regular Air,-0.6309815950920246,2009-05-01,2009,True
55938,2012-07-02,Xerox 1936,Office Supplies,Paper,Quebec,Quebec,42,802.46,192.88,0.08,19.98,Small Business,Express Air,0.24036089026244298,2012-07-01,2012,False
56260,2009-08-15,Xerox 216,Office Supplies,Paper,Quebec,Quebec,34,223.76,-139.66,0.03,6.48,Corporate,Regular Air,-0.6241508759385056,2009-08-01,2009,True
56768,2011-07-27,Lexmark Z54se Color Inkjet Printer,Technology,Office Machines,Quebec,Quebec,13,1207.02,235.4,0.03,90.97,Corporate,Delivery Truck,0.19502576593594143,2011-07-01,2011,False
58337,2009-05-28,"Dixon My First Ticonderoga Pencil, #2",Office Supplies,Pens & Art Supplies,Quebec,Quebec,18,106.45,-5.08,0.03,5.85,Corporate,Regular Air,-0.047721935180836075,2009-05-01,2009,True
58343,2009-01-09,Acco¨ Hot Clipsª Clips to Go,Office Supplies,Rubber Bands,Quebec,Quebec,39,121.87,11.32,0.07,3.29,Corporate,Regular Air,0.0928858619840814,2009-01-01,2009,False
59270,2010-01-11,"Global High-Back Leather Tilter, Burgundy",Furniture,Chairs & Chairmats,Quebec,Quebec,5,647.27,-404.77,0.08,122.99,Small Business,Delivery Truck,-0.6253495450121278,2010-01-01,2010,True
59619,2010-02-13,Xerox 212,Office Supplies,Paper,Quebec,Quebec,35,225.4,-165.48,0.08,6.48,Consumer,Regular Air,-0.7341614906832298,2010-02-01,2010,True
59714,2010-12-13,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Furniture,Tables,Quebec,Quebec,26,9225.65,1656.46,0.03,349.45,Corporate,Delivery Truck,0.17954940844276557,2010-12-01,2010,False
59781,2012-12-12,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Furniture,Office Furnishings,Quebec,Quebec,18,1837.94,1249.43,0.02,99.23,Corporate,Regular Air,0.6797991229311077,2012-12-01,2012,False
59781,2012-12-12,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Furniture,Bookcases,Quebec,Quebec,28,24391.16,-9611.91,0.04,880.98,Corporate,Delivery Truck,-0.394073508599017,2012-12-01,2012,True
70,2010-12-17,"Super Bands, 12/Pack",Office Supplies,Rubber Bands,Quebec,Quebec,48,90.05,-107.0,0.03,1.86,Home Office,Regular Air,-1.1882287617990006,2010-12-01,2010,True
70,2010-12-17,3285,Technology,Telephones and Communication,Quebec,Quebec,46,7804.53,2057.17,0.05,205.99,Home Office,Regular Air,0.2635866605676447,2010-12-01,2010,False
